Point,Sample.ID.Lab,Horizon,Observational.Method,Potential.Series..in.progress.,To.Depth..cm.,H.Depth.cm.,Boundary..Bnd.,Matrix.Color,lab_clay,lab_sand,lab_silt,lab_texture_class,LPSA_texture_status,Field.Texture,Field.Clay..,Structure,Consistence,Notes,Date.Sampled,Depth.to.water.table..if.known.,Taxonomy,Disturbance.,Column1,series_raw,series_clean,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxmineralogy,taxactivity,taxtemp
15,250373,Btv,Auger,Dothan,123-150+,27,,10YR6/8,30.2,59.05,10.75,SCL,ALL_CLASS_AGREE,,,2CoSBK,,7.5YR4/6 plinthite over 5%,4/17/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
20,250374,Ap,Probe,Orangeburg,0-29,29,C,10YR4/3,4.99,86.4,8.61,LS,ALL_CLASS_AGREE,,,1MGr,Fr,VF roots,4/16/2025,,"Thermic, coated Typic Quartzipsamments",NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
20,250375,BA,Probe,Orangeburg,29-52,23,C,7.5YR4/4,13.25,72.45,14.3,SL,ALL_CLASS_AGREE,,,1MSBK,F,"charcoal, VF roots",4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
20,250376,Bt1,Probe,Orangeburg,52-71,19,C,7.5YR4/6,11.65,74,14.35,SL,ALL_CLASS_AGREE,,,1MSBK,VFr,VF roots,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
20,250377,Bt2,Probe/Auger,Orangeburg,71-123,52,C,7.5YR4/6,11.3,75.1,13.6,SL,ALL_CLASS_AGREE,,,1MSBK,,"org. mixing; bleached root channels, VF roots",4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
20,250378,BC,Auger,Orangeburg,123-150+,27,,7.5YR4/8,6.44,83.15,10.41,LS,ALL_CLASS_AGREE,,,1MSBK,L,"depleted root channels, VF roots",4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
21,250379,Ap,Probe,Orangeburg,0-27,27,C,10YR4/3,5.705,85,9.295,LS,ALL_CLASS_AGREE,,,1MGr,,Fe VF,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
21,250380,BA,Probe,Orangeburg,27-46,19,C,10YR4/4,16.5,67.55,15.95,SL,ALL_CLASS_AGREE,,,1MSBK,,"org stain, Fe VF",4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
21,250381,Bt1,Probe,Orangeburg,46-73,27,C,10YR5/6,35.85,49.7,14.45,SC,ALL_CLASS_AGREE,,,2MSBK,,"org stain, Fe VF",4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
21,250382,Bt2,Probe,Orangeburg,73-113,40,C,10YR5/6,41.8,47.4,10.8,SC,ALL_CLASS_AGREE,,,2MSBK,,Fe VF,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
21,250383,Bt3,Probe/Auger,Orangeburg,113-152+,39,,10YR5/8,40.45,50.55,9,SC,ALL_CLASS_AGREE,,,2MSBK,,Fe VF,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
22,250384,Ap,Probe,Greenville,0-22,22,,10YR3/3,4.725,87.35,7.925,LS,RESCUED_5PCT,,,1MGr,,,4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
22,250385,BA,Probe,Greenville,22-41,19,,7.5YR4/4,21.2,65.95,12.85,SCL,ALL_CLASS_AGREE,,,2CoSBK,,"org stains, charcoal",4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
22,250386,Bt1,Probe,Greenville,41-88,47,,5YR4/6,31,56.7,12.3,SCL,ALL_CLASS_AGREE,,,2CoSBK,,org stains,4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
22,250387,Bt2,Probe/Auger,Greenville,88-125,37,,5YR4/8,47.75,44.15,8.1,C,ALL_CLASS_AGREE,,,2CoSBK,,VF roots,4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
22,250388,Bt3,Auger,Greenville,125-150+,25,,7.5YR5/8,47.3,45.65,7.05,SC,CLASS_OK,,,2CoSBK,,,4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
24,250389,Ap,Probe,Dothan/ Stilson?,0-35,35,C,10YR3/2,3.85,89.75,6.4,S,ALL_CLASS_AGREE,,,1MGr,,many VF roots,4/17/2025,,,NA,NA,Dothan/ Stilson?,Dothan/ Stilson,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,250390,AB,Probe,Stilson?,35-60,25,Gr,10YR3/1,8.665,75.25,16.085,SL,ALL_CLASS_AGREE,,,2MSBK,,few VF roots,4/17/2025,,,NA,NA,Stilson?,Stilson,"Loamy, siliceous, subactive, thermic Oxyaquic Paleudults",Ultisols,Udults,Paleudults,Oxyaquic Paleudults,Loamy,Siliceous,Subactive,Thermic
24,250391,Bt1,Probe,Stilson?,60-87,27,C,10YR5/6,12,76.4,11.6,SL,ALL_CLASS_AGREE,,,1MSBK,,few VF roots,4/17/2025,,,NA,NA,Stilson?,Stilson,"Loamy, siliceous, subactive, thermic Oxyaquic Paleudults",Ultisols,Udults,Paleudults,Oxyaquic Paleudults,Loamy,Siliceous,Subactive,Thermic
24,250392,Bt2,Probe,Stilson?,87-101,14,C,10YR5/8,45.5,44.25,10.25,C,RESCUED_5PCT,,,1MSBK,,few VF roots,4/17/2025,,,NA,NA,Stilson?,Stilson,"Loamy, siliceous, subactive, thermic Oxyaquic Paleudults",Ultisols,Udults,Paleudults,Oxyaquic Paleudults,Loamy,Siliceous,Subactive,Thermic
24,250393,Bt3,Probe,Stilson?,101-136,35,A,10YR4/6,44.6,42.65,12.75,C,ALL_CLASS_AGREE,,,1MSBK,,"Mn, many, large, 10YR2/1. many VF roots, ",4/17/2025,,,NA,NA,Stilson?,Stilson,"Loamy, siliceous, subactive, thermic Oxyaquic Paleudults",Ultisols,Udults,Paleudults,Oxyaquic Paleudults,Loamy,Siliceous,Subactive,Thermic
24,250394,Bt4,Probe/Auger,Stilson?,136-150+,14,,10YR5/8,44.85,43.55,11.6,C,ALL_CLASS_AGREE,,,1MSBK,,"few Mn, many soft iron conc. 7.5YR4/6.",4/17/2025,,,NA,NA,Stilson?,Stilson,"Loamy, siliceous, subactive, thermic Oxyaquic Paleudults",Ultisols,Udults,Paleudults,Oxyaquic Paleudults,Loamy,Siliceous,Subactive,Thermic
25,250395,Ap1,Probe,Lakeland?,0-24,24,C,7.5YR4/3,5,85.8,9.2,LS,ALL_CLASS_AGREE,,,1MGr,,F roots,4/17/2025,,,NA,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
25,250396,Ap2,Probe,Lakeland?,24-45,21,A,7.5YR4/4,6.265,84.25,9.485,LS,ALL_CLASS_AGREE,,,1MGr,,VF roots common,4/17/2025,,,NA,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
25,250397,Ab,Probe,Lakeland?,45-90,45,A,7.5YR3/2,21.5,63.25,15.25,SCL,ALL_CLASS_AGREE,,,2MSBK,,moisture present. 5YR4/6 concentrations. VF roots,4/17/2025,,,NA,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
25,250398,Eb1,Probe,Lakeland?,90-117,27,Gr,10YR4/4,8.07,80.35,11.58,LS,ALL_CLASS_AGREE,,,1MSBK,,,4/17/2025,,,NA,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
25,250399,Eb2,Probe,Lakeland?,117-163,46,C,10YR5/6,8.58,80.05,11.37,LS,ALL_CLASS_AGREE,,,1MSBK,,few 10YR5/8  concentrations,4/17/2025,,,NA,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
25,250400,Eb3,Auger,Lakeland?,163-183,20,C,2.5Y6/4,7.09,82.7,10.21,LS,ALL_CLASS_AGREE,,,1MSBK,,"2.5Y7/2 depletions, 5%",4/17/2025,170,,NA,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
25,250401,Btb,Auger,Lakeland?,183-200+,17,,10YR6/6,7.315,83.45,9.235,LS,ALL_CLASS_AGREE,,,1MSBK,,"2.5Y7/2 depletions, 3%. 10YR5/6 concentrations, 10%.",4/17/2025,,,NA,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
31,250402,Ap1,Probe,Greenville,0-18,18,,10YR4/4,6.15,83.2,10.65,LS,ALL_CLASS_AGREE,,,1MGr,,,4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
31,250403,Ap2,Probe,Greenville,18-32,14,,7.5YR4/4,26.75,60.15,13.1,SCL,ALL_CLASS_AGREE,,,1MGr,,VF root,4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
31,250404,Bt1,Probe,Greenville,32-76,44,,2.5YR4/8,42.85,45.7,11.45,SC,RESCUED_5PCT,,,2CoSBK,,VF root,4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
31,250405,Bt2,Probe,Greenville,76-118,42,,2.5YR4/6,57.25,36.05,6.7,C,ALL_CLASS_AGREE,,,2CoSBK,,VF root,4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
31,250406,Bt3,Auger,Greenville,118-150+,32,,2.5YR4/6,52.75,39.9,7.35,C,ALL_CLASS_AGREE,,,2MSBK,,VF root,4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
32,250407,Ap,Probe,Orangeburg,0-10,10,C,10YR4/3,9.18,78.6,12.22,SL,ALL_CLASS_AGREE,,,1MGr,,,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
32,250408,BA,Probe,Orangeburg,20-Oct,10,C,7.5YR3/4,27.4,58.75,13.85,SCL,ALL_CLASS_AGREE,,,2MSBK,,org stains,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
32,250409,Bt1,Probe,Orangeburg,20-47,27,Gr,7.5YR4/6,36.2,50.3,13.5,SC,ALL_CLASS_AGREE,,,2MSBK,,Few org stains,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
32,250410,Bt2,Probe/Auger,Orangeburg,47-112,65,C,7.5YR5/8,43.2,47,9.8,SC,ALL_CLASS_AGREE,,,1MSBK,,few charcoal,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
32,250411,Bt3,Auger,Orangeburg,112-150+,38,,10YR5/8,36.55,54.45,9,SC,ALL_CLASS_AGREE,,,2MSBK,,,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
33,250412,Ap,Probe,Orangeburg,0-22,22,Ab,10YR4/3,5.13,86.95,7.92,LS,ALL_CLASS_AGREE,S,,1MGr,,,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
33,250413,BA,Probe,Orangeburg,22-42,20,C,10YR4/6,20.9,66.95,12.15,SCL,CLASS_OK,,,1MSBK,,org stains common,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
33,250414,Bt1,Probe,Orangeburg,42-77,35,Gr,7.5YR4/6,31.15,57.8,11.05,SCL,OK,,,2MSBK,,VF roots common,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
33,250415,Bt2,Probe/Auger,Orangeburg,77-120,43,Gr,7.5YR5/8,19.4,68,12.6,SL,OK,,,2CoSBK,,VF roots common,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
33,250416,Bt3,Auger,Orangeburg,120-154+,34,,10YR5/8,27.55,64.25,8.2,SCL,CLASS_OK,SCL,,2CoSBK,,,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
35,250417,^Ap,Probe,Lakeland?,0-21,21,C,10YR4/4,5.58,90.15,4.27,S,ALL_CLASS_AGREE,,,1MGr,,,4/17/2025,,,1,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
35,250418,^C1,Probe,Lakeland?,21-70,49,,10YR3/4,13.05,69.5,17.45,SL,ALL_CLASS_AGREE,,,SLSMA,,50% 10YR3/3. common charcoal,4/17/2025,,,1,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
35,250419,^C2,Probe,Lakeland?,70-95,25,,7.5YR4/6,6.155,91,2.845,S,ALL_CLASS_AGREE,,,SLSSG,,,4/17/2025,,,1,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
35,250420,Ab,Probe/Auger,Lakeland?,95-129,34,,2.5Y2/1,6.38,82,11.62,LS,ALL_CLASS_AGREE,,,1MSBK,,50% 10YR3/2.,4/17/2025,,,1,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
35,250421,Bwb,Auger,Lakeland?,129-145+,16,,10YR5/6,9.12,81.7,9.18,LS,CLASS_OK,,,2MSBK,,"50% 10YR5/4. org stains, mystery horizon?",4/17/2025,135 cm,,1,NA,Lakeland?,Lakeland,"Thermic, coated Typic Quartzipsamments",Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,NA,NA,NA,Thermic
36,250422,Ap,Probe,Orangeburg,0-25,25,C,10YR3/3,5.935,86.4,7.665,LS,RESCUED_5PCT,,,1MGr,,F/VF roots,4/17/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
36,250423,BA,Probe,Orangeburg,25-39,14,C,5YR4/4,13.3,76.85,9.85,SL,CLASS_OK,,,1CoSBK,,F/VF roots,4/17/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
36,250424,Bt1,Probe,Orangeburg,39-70,31,Gr,5YR4/6,25.65,64.1,10.25,SCL,ALL_CLASS_AGREE,,,2MSBK,,F/VF roots,4/17/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
36,250425,Bt2,Probe,Orangeburg,70-96,26,Gr,5YR4/6,26,63.9,10.1,SCL,ALL_CLASS_AGREE,,,1MSBK,,"common bleached root channels, F/VF roots",4/17/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
36,250426,Bt3,Probe/Auger,Orangeburg,96-150+,54,,2.5YR4/8,29,63.25,7.75,SCL,ALL_CLASS_AGREE,,,1MSBK,,"few bleached root channels, F/VF roots",4/17/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
41,250427,Ap,Probe,Orangeburg,0-19,19,C,10YR3/3,7.065,81.5,11.435,LS,ALL_CLASS_AGREE,,,1FGr,,VF roots common,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
41,250428,AB,Probe,Orangeburg,19-54,35,C,7.5YR3/4,15.4,71.05,13.55,SL,ALL_CLASS_AGREE,,,1MSBK,,"org stains and charcoal,VF roots common",4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
41,250429,Bt1,Probe,Orangeburg,54-114,60,Gr,5YR4/6,28.65,60.5,10.85,SCL,ALL_CLASS_AGREE,,,2MSBK,,VF roots common,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
41,250430,Bt2,Auger,Orangeburg,114-150+,36,,5YR4/6,24.5,66.5,9,SCL,CLASS_OK,,,2MSBK,,,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
42,250431,Ap1,Probe,Dothan,0-23,23,C,10YR4/3,6.43,85.2,8.37,LS,ALL_CLASS_AGREE,,,1MGr,,,4/16/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
42,250432,Ap2,Probe,Dothan,23-39,16,Ab,10YR4/4,6.565,85.4,8.035,LS,ALL_CLASS_AGREE,,,1MGr,,,4/16/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
42,250433,Bt1,Probe,Dothan,39-70,31,C,10YR5/6,17.3,70.6,12.1,SL,CLASS_OK,,,2CoSBK,,,4/16/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
42,250434,Bt2,Probe,Dothan,70-105,35,C,10YR5/8,40.55,50,9.45,SC,CLASS_OK,,,2CoSBK,,"plinthite, soft, 5%",4/16/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
42,250435,Btv1,Probe/Auger,Dothan,105-140,35,C,10YR5/8,38.6,52.6,8.8,SC,CLASS_OK,,,2CoSBK,,"few 2.5Y7/2 depletions, plinthite 5YR4/6 10%, iron conc 7.5YR5/8 10%",4/16/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
42,250436,Btv2,Auger,Dothan,140-150+,10,,10YR5/6,40.5,52.6,6.9,SC,CLASS_OK,,,2CoSBK,,"plinthite, 2.5YR4/8, 25%",4/16/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
43,250437,Ap,Probe,Stilson?,0-31,31,Ab,10YR4/2,5.57,84.1,10.33,LS,ALL_CLASS_AGREE,LS,,1MGr,,,4/16/2025,,,NA,NA,Stilson?,Stilson,"Loamy, siliceous, subactive, thermic Oxyaquic Paleudults",Ultisols,Udults,Paleudults,Oxyaquic Paleudults,Loamy,Siliceous,Subactive,Thermic
43,250438,BE,Probe,Stilson?,31-63,32,C,10YR5/4,16.5,67.05,16.45,SL,CLASS_OK,SL,,1MSBK,,,4/16/2025,,,NA,NA,Stilson?,Stilson,"Loamy, siliceous, subactive, thermic Oxyaquic Paleudults",Ultisols,Udults,Paleudults,Oxyaquic Paleudults,Loamy,Siliceous,Subactive,Thermic
43,250439,Bt1,Probe/Auger,Stilson?,63-93,30,C,10YR5/6,14.2,72.75,13.05,SL,ALL_CLASS_AGREE,SL,,1MSBK,,"10YR5/8 plinthite, common (3%). org stains. root channel depletions.",4/16/2025,,,NA,NA,Stilson?,Stilson,"Loamy, siliceous, subactive, thermic Oxyaquic Paleudults",Ultisols,Udults,Paleudults,Oxyaquic Paleudults,Loamy,Siliceous,Subactive,Thermic
43,250440,Bt2,Auger,Stilson?,93-112,19,C,10YR6/4,10.07,77.9,12.03,SL,RESCUED_5PCT,SL,,2MSBK,,"10YR5/8 iron concentrations, common(5%)",4/16/2025,,,NA,NA,Stilson?,Stilson,"Loamy, siliceous, subactive, thermic Oxyaquic Paleudults",Ultisols,Udults,Paleudults,Oxyaquic Paleudults,Loamy,Siliceous,Subactive,Thermic
43,250441,Btg,Auger,Stilson?,112-150+,38,,2.5Y7/2,10.145,77.85,12.005,SL,RESCUED_5PCT,LS,,2MSBK,,"10YR5/8 soft iron masses. 5Y7/2 white depletions, many.",4/16/2025,,,NA,NA,Stilson?,Stilson,"Loamy, siliceous, subactive, thermic Oxyaquic Paleudults",Ultisols,Udults,Paleudults,Oxyaquic Paleudults,Loamy,Siliceous,Subactive,Thermic
45,250442,Ap1,Probe,Greenville,0-19,19,C,7.5YR4/3,6.24,84.3,9.46,LS,ALL_CLASS_AGREE,,,1MGr,,many F/VF roots,4/17/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
45,250443,Ap2,Probe,Greenville,19-35,16,Ab,7.5YR4/4,8.17,83.55,8.28,LS,CLASS_OK,,,1CoGr,,somewhat blocky... large biopores. VF roots common. ,4/17/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
45,250444,Bt1,Probe,Greenville,35-66,31,Gr,2.5YR3/6,69,25.6,5.4,C,ALL_CLASS_AGREE,,,2CoSBK,,,4/17/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
45,250445,Bt2,Probe/Auger,Greenville,66-115,49,Gr,2.5YR3/6,71.15,25.35,3.5,C,ALL_CLASS_AGREE,,,2CoSBK,,,4/17/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
